Tools,Port 2: NDI 8700339  s/n:34801403,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 3: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9275,1,OK,0.2839861,0.4587816,-0.2482118,0.8045261,56.531,78.434,-1408.179,0.3259851,4,OK,56.852,78.294,-1408.325,OK,61.27,30.959,-1393.171,OK,109.139,20.475,-1368.362,OK,110.846,83.417,-1383.426,Port 3: NDI 8700340  s/n:34802401,9275,1,Too Few Markers,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,-3.697314E+028,0,20,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,OK,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,Missing,-3.697314E+028,-3.697314E+028,-3.697314E+028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9278,1,OK,0.2799495,0.454676,-0.2504681,0.8075665,56.647,78.359,-1408.866,0.2332616,4,OK,56.7,78.207,-1408.939,OK,61.289,30.921,-1394.258,OK,109.136,20.477,-1368.34,OK,110.845,83.42,-1383.43,Port 3: NDI 8700340  s/n:34802401,9278,1,OK,0.8411473,-0.2383178,-0.3665052,-0.3183548,42.308,26.613,-1325.095,0.2435176,4,OK,42.448,26.465,-1325.368,OK,19.16,58.268,-1294.112,OK,13.535,107.163,-1267.502,OK,-38.39,95.324,-1237.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9281,1,OK,0.2791789,0.4544942,-0.2509767,0.8077777,56.657,78.356,-1408.88,0.2245983,4,OK,56.696,78.206,-1408.907,OK,61.329,30.898,-1394.384,OK,109.139,20.472,-1368.329,OK,110.836,83.423,-1383.405,Port 3: NDI 8700340  s/n:34802401,9281,1,OK,0.8444095,-0.2232216,-0.3916114,-0.2894567,31.651,22.664,-1328.55,0.2369526,4,OK,31.809,22.542,-1328.82,OK,5.13,52.779,-1298.752,OK,-5.034,101.378,-1272.935,OK,-56.96,86.009,-1244.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9284,1,OK,0.278993,0.4541919,-0.2512009,0.8079423,56.673,78.355,-1408.907,0.2347187,4,OK,56.705,78.201,-1408.96,OK,61.325,30.895,-1394.398,OK,109.127,20.471,-1368.348,OK,110.839,83.41,-1383.361,Port 3: NDI 8700340  s/n:34802401,9284,1,OK,0.8455846,-0.2080542,-0.4199141,-0.2556801,20.219,17.84,-1333.411,0.2554655,4,OK,20.384,17.725,-1333.702,OK,-9.854,46.094,-1305.21,OK,-25.045,94.109,-1280.762,OK,-76.68,74.91,-1254.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9287,1,OK,0.2793084,0.4543942,-0.2509152,0.8078083,56.661,78.351,-1408.905,0.2302712,4,OK,56.699,78.198,-1408.952,OK,61.317,30.899,-1394.375,OK,109.132,20.471,-1368.35,OK,110.839,83.412,-1383.411,Port 3: NDI 8700340  s/n:34802401,9287,1,OK,0.8416241,-0.1893627,-0.4523373,-0.2262777,8.387,11.941,-1339.279,0.2634934,4,OK,8.533,11.865,-1339.592,OK,-25.287,38.022,-1313.047,OK,-45.474,84.98,-1290.234,OK,-96.799,62.082,-1266.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9290,1,OK,0.2794041,0.4543225,-0.250823,0.8078442,56.67,78.366,-1408.909,0.2249479,4,OK,56.706,78.217,-1408.929,OK,61.327,30.917,-1394.394,OK,109.131,20.492,-1368.31,OK,110.847,83.43,-1383.435,Port 3: NDI 8700340  s/n:34802401,9290,1,OK,0.8378827,-0.1638259,-0.4825537,-0.1955902,-3.034,3.201,-1344.875,0.2948693,4,OK,-2.857,3.157,-1345.216,OK,-40.169,26.26,-1320.496,OK,-65.436,71.306,-1298.992,OK,-115.874,44.12,-1277.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9293,1,OK,0.2791023,0.4543982,-0.2510367,0.8078396,56.658,78.363,-1408.89,0.2317637,4,OK,56.697,78.205,-1408.93,OK,61.322,30.907,-1394.385,OK,109.132,20.486,-1368.343,OK,110.835,83.428,-1383.386,Port 3: NDI 8700340  s/n:34802401,9293,1,OK,0.8312183,-0.1393627,-0.5125454,-0.1641689,-13.649,-5.982,-1351.399,0.3626846,4,OK,-13.485,-6.002,-1351.804,OK,-53.845,13.927,-1329.114,OK,-83.974,56.7,-1309.488,OK,-133.094,25.438,-1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9296,1,OK,0.2792012,0.4542826,-0.2509714,0.8078907,56.67,78.359,-1408.893,0.231653,4,OK,56.703,78.208,-1408.936,OK,61.326,30.909,-1394.374,OK,109.138,20.481,-1368.315,OK,110.839,83.419,-1383.383,Port 3: NDI 8700340  s/n:34802401,9296,1,OK,0.8173584,-0.1159934,-0.5472329,-0.1378659,-23.437,-14.917,-1360.311,0.3918195,4,OK,-23.293,-14.9,-1360.728,OK,-66.452,2.027,-1341.026,OK,-100.946,42.482,-1323.977,OK,-148.893,7.768,-1308.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9299,1,OK,0.279634,0.4543977,-0.2506177,0.8077861,56.662,78.365,-1408.892,0.2208934,4,OK,56.695,78.222,-1408.925,OK,61.319,30.916,-1394.343,OK,109.129,20.492,-1368.294,OK,110.852,83.438,-1383.435,Port 3: NDI 8700340  s/n:34802401,9299,1,OK,0.7987799,-0.0987548,-0.5820792,-0.1156806,-31.811,-21.988,-1371.286,0.3966652,4,OK,-31.658,-21.953,-1371.691,OK,-77.031,-7.465,-1355.564,OK,-115.094,31.065,-1341.691,OK,-161.972,-6.257,-1329.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9302,1,OK,0.2793213,0.4543379,-0.2508617,0.8078522,56.661,78.354,-1408.888,0.2248833,4,OK,56.692,78.206,-1408.915,OK,61.323,30.901,-1394.375,OK,109.127,20.48,-1368.298,OK,110.842,83.422,-1383.405,Port 3: NDI 8700340  s/n:34802401,9302,1,OK,0.7768678,-0.0845113,-0.6164285,-0.0966963,-38.57,-28.108,-1383.268,0.4169464,4,OK,-38.386,-28.072,-1383.676,OK,-85.488,-15.674,-1371.378,OK,-126.442,21.084,-1361.113,OK,-172.271,-18.369,-1352.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9305,1,OK,0.279438,0.4543721,-0.2508135,0.8078075,56.665,78.36,-1408.915,0.2236681,4,OK,56.705,78.21,-1408.938,OK,61.326,30.912,-1394.395,OK,109.127,20.484,-1368.328,OK,110.841,83.419,-1383.447,Port 3: NDI 8700340  s/n:34802401,9305,1,OK,0.7539307,-0.068916,-0.6487547,-0.0771773,-43.973,-35.111,-1395.298,0.4079787,4,OK,-43.759,-35.08,-1395.682,OK,-92.232,-24.978,-1387.266,OK,-135.696,9.701,-1380.635,OK,-179.97,-31.934,-1375.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9308,1,OK,0.2793606,0.4545651,-0.2508625,0.8077105,56.655,78.374,-1408.883,0.2227171,4,OK,56.692,78.217,-1408.899,OK,61.325,30.919,-1394.385,OK,109.13,20.492,-1368.33,OK,110.848,83.442,-1383.434,Port 3: NDI 8700340  s/n:34802401,9308,1,OK,0.7313182,-0.0475714,-0.6776673,-0.0606435,-48.097,-43.238,-1406.569,0.3863475,4,OK,-47.856,-43.207,-1406.908,OK,-97.254,-35.7,-1402.168,OK,-142.913,-3.409,-1398.666,OK,-185.207,-47.382,-1396.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9311,1,OK,0.279273,0.4543868,-0.2509343,0.8078188,56.664,78.369,-1408.886,0.2275875,4,OK,56.701,78.216,-1408.924,OK,61.326,30.915,-1394.368,OK,109.132,20.49,-1368.324,OK,110.843,83.431,-1383.395,Port 3: NDI 8700340  s/n:34802401,9311,1,OK,0.7115641,-0.0214607,-0.7010263,-0.0421664,-50.683,-53.026,-1415.955,0.3924379,4,OK,-50.439,-52.994,-1416.287,OK,-100.368,-48.574,-1414.573,OK,-148.1,-19.191,-1413.741,OK,-187.637,-65.792,-1414.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9314,1,OK,0.2794695,0.4544874,-0.250799,0.8077362,56.657,78.368,-1408.886,0.2228814,4,OK,56.7,78.216,-1408.916,OK,61.321,30.919,-1394.356,OK,109.125,20.489,-1368.327,OK,110.84,83.43,-1383.426,Port 3: NDI 8700340  s/n:34802401,9314,1,OK,0.6958766,0.0127954,-0.7177681,-0.0200248,-52.096,-65.837,-1423.023,0.3627098,4,OK,-51.851,-65.773,-1423.308,OK,-101.966,-65.325,-1424.045,OK,-151.897,-39.823,-1425.045,OK,-187.52,-89.308,-1428.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9317,1,OK,0.2792775,0.4543176,-0.2509449,0.8078529,56.666,78.377,-1408.87,0.2241099,4,OK,56.691,78.231,-1408.914,OK,61.329,30.922,-1394.348,OK,109.126,20.493,-1368.296,OK,110.847,83.44,-1383.37,Port 3: NDI 8700340  s/n:34802401,9317,1,OK,0.6839669,0.0479844,-0.7279167,0.0049047,-52.005,-79.334,-1427.972,0.316232,4,OK,-51.731,-79.242,-1428.173,OK,-101.664,-83.008,-1430.795,OK,-153.549,-61.787,-1433.035,OK,-184.729,-114.04,-1438.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9320,1,OK,0.2793194,0.4541849,-0.2509162,0.8079219,56.669,78.371,-1408.885,0.2269988,4,OK,56.697,78.226,-1408.913,OK,61.318,30.919,-1394.373,OK,109.122,20.492,-1368.271,OK,110.841,83.433,-1383.385,Port 3: NDI 8700340  s/n:34802401,9320,1,OK,0.6733544,0.0735562,-0.7349151,0.0329102,-50.86,-91.242,-1432.068,0.3417986,4,OK,-50.585,-91.126,-1432.287,OK,-100.005,-98.631,-1436.178,OK,-153.263,-81.433,-1440.012,OK,-180.279,-135.797,-1445.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9323,1,OK,0.2792945,0.4541835,-0.2508524,0.8079511,56.669,78.364,-1408.886,0.2254494,4,OK,56.702,78.226,-1408.931,OK,61.323,30.911,-1394.348,OK,109.132,20.488,-1368.278,OK,110.833,83.437,-1383.377,Port 3: NDI 8700340  s/n:34802401,9323,1,OK,0.6633352,0.1048713,-0.7388357,0.0557686,-48.639,-103.206,-1435.676,0.3196006,4,OK,-48.362,-103.073,-1435.854,OK,-96.967,-114.282,-1440.977,OK,-151.303,-101.182,-1445.732,OK,-173.944,-157.425,-1452.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9326,1,OK,0.2792646,0.4545171,-0.2509208,0.8077526,56.651,78.375,-1408.86,0.2267813,4,OK,56.69,78.222,-1408.89,OK,61.318,30.92,-1394.355,OK,109.131,20.497,-1368.314,OK,110.835,83.44,-1383.39,Port 3: NDI 8700340  s/n:34802401,9326,1,OK,0.6522667,0.1456835,-0.7399393,0.0762514,-45.024,-116.467,-1438.854,0.3631198,4,OK,-44.719,-116.296,-1439.054,OK,-92.089,-131.6,-1445.277,OK,-147.284,-123.204,-1450.784,OK,-164.776,-181.092,-1459.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9329,1,OK,0.2793306,0.4543109,-0.2508921,0.8078547,56.658,78.38,-1408.879,0.2277484,4,OK,56.695,78.232,-1408.911,OK,61.31,30.926,-1394.36,OK,109.121,20.504,-1368.294,OK,110.833,83.445,-1383.389,Port 3: NDI 8700340  s/n:34802401,9329,1,OK,0.6394565,0.1862441,-0.7390153,0.1013155,-39.671,-130.502,-1442.352,0.3466138,4,OK,-39.356,-130.273,-1442.481,OK,-84.925,-149.903,-1450.076,OK,-140.64,-146.694,-1456.416,OK,-152.371,-205.701,-1466.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9332,1,OK,0.2796243,0.4543753,-0.250569,0.8078171,56.654,78.363,-1408.88,0.2170975,4,OK,56.689,78.227,-1408.921,OK,61.317,30.918,-1394.318,OK,109.125,20.49,-1368.276,OK,110.833,83.443,-1383.423,Port 3: NDI 8700340  s/n:34802401,9332,1,OK,0.6259321,0.2248149,-0.7359759,0.126518,-33.006,-143.496,-1445.898,0.3330865,4,OK,-32.694,-143.202,-1445.957,OK,-76.14,-166.906,-1454.854,OK,-131.748,-168.765,-1462.051,OK,-137.813,-228.398,-1473.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9335,1,OK,0.2794065,0.4545366,-0.2508385,0.8077181,56.652,78.382,-1408.861,0.2230019,4,OK,56.698,78.235,-1408.901,OK,61.319,30.925,-1394.327,OK,109.127,20.503,-1368.322,OK,110.833,83.444,-1383.396,Port 3: NDI 8700340  s/n:34802401,9335,1,OK,0.6103724,0.258118,-0.732959,0.1535962,-25.581,-155.266,-1449.492,0.3254552,4,OK,-25.263,-154.934,-1449.492,OK,-66.303,-182.301,-1459.692,OK,-121.318,-188.976,-1468.092,OK,-121.849,-248.827,-1479.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9338,1,OK,0.279475,0.4544662,-0.2507871,0.80775,56.652,78.377,-1408.873,0.2192646,4,OK,56.69,78.23,-1408.905,OK,61.319,30.924,-1394.341,OK,109.119,20.495,-1368.307,OK,110.836,83.442,-1383.412,Port 3: NDI 8700340  s/n:34802401,9338,1,OK,0.5944469,0.2851098,-0.7301497,0.1795178,-17.894,-165.017,-1452.989,0.3120922,4,OK,-17.59,-164.667,-1452.931,OK,-56.152,-195.089,-1464.332,OK,-110.24,-205.976,-1474.011,OK,-105.821,-265.654,-1485.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9341,1,OK,0.2795545,0.45445,-0.2507035,0.8077575,56.651,78.377,-1408.878,0.2194115,4,OK,56.692,78.227,-1408.908,OK,61.316,30.93,-1394.337,OK,109.115,20.501,-1368.302,OK,110.834,83.445,-1383.422,Port 3: NDI 8700340  s/n:34802401,9341,1,OK,0.5779791,0.3061289,-0.7289104,0.2022742,-10.817,-172.555,-1456.323,0.3143814,4,OK,-10.544,-172.182,-1456.246,OK,-46.724,-205.005,-1468.744,OK,-99.705,-219.298,-1479.902,OK,-91.137,-278.628,-1491.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9344,1,OK,0.2792981,0.4545524,-0.2509052,0.807726,56.644,78.377,-1408.863,0.223706,4,OK,56.687,78.223,-1408.889,OK,61.315,30.919,-1394.357,OK,109.12,20.497,-1368.322,OK,110.831,83.443,-1383.401,Port 3: NDI 8700340  s/n:34802401,9344,1,OK,0.5632501,0.3153364,-0.731227,0.2204982,-5.846,-177.134,-1459.211,0.3376335,4,OK,-5.578,-176.73,-1459.104,OK,-40.045,-211.01,-1472.569,OK,-92.044,-227.447,-1485.259,OK,-80.844,-286.492,-1496.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9347,1,OK,0.2791298,0.454288,-0.2510451,0.8078894,56.661,78.385,-1408.885,0.2308348,4,OK,56.694,78.233,-1408.937,OK,61.322,30.93,-1394.363,OK,109.124,20.506,-1368.326,OK,110.833,83.445,-1383.363,Port 3: NDI 8700340  s/n:34802401,9347,1,OK,0.5527495,0.3264488,-0.731419,0.2300554,-1.994,-180.353,-1461.403,0.3655677,4,OK,-1.706,-179.923,-1461.314,OK,-34.895,-215.194,-1475.436,OK,-86.127,-233.215,-1489.16,OK,-72.886,-291.847,-1500.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9350,1,OK,0.2795353,0.454462,-0.2507409,0.8077458,56.653,78.378,-1408.873,0.2233626,4,OK,56.695,78.232,-1408.904,OK,61.31,30.925,-1394.34,OK,109.123,20.501,-1368.301,OK,110.839,83.444,-1383.416,Port 3: NDI 8700340  s/n:34802401,9350,1,OK,0.5476384,0.3274538,-0.7326114,0.2369532,-0.414,-181.629,-1462.244,0.3545613,4,OK,-0.146,-181.2,-1462.156,OK,-32.734,-216.9,-1476.517,OK,-83.631,-235.544,-1490.809,OK,-69.605,-294.035,-1501.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9353,1,OK,0.2792738,0.4544167,-0.2509436,0.8077988,56.652,78.375,-1408.863,0.2228301,4,OK,56.683,78.222,-1408.878,OK,61.318,30.922,-1394.375,OK,109.118,20.486,-1368.284,OK,110.837,83.445,-1383.395,Port 3: NDI 8700340  s/n:34802401,9353,1,OK,0.5490854,0.3291168,-0.7304894,0.2378501,-0.082,-182.049,-1461.523,0.3494551,4,OK,0.184,-181.622,-1461.406,OK,-32.321,-217.478,-1475.649,OK,-83.215,-236.339,-1489.611,OK,-68.984,-294.802,-1500.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9356,1,OK,0.279232,0.4543413,-0.251,0.8078382,56.659,78.388,-1408.871,0.22975,4,OK,56.693,78.239,-1408.923,OK,61.317,30.932,-1394.344,OK,109.123,20.506,-1368.318,OK,110.834,83.444,-1383.362,Port 3: NDI 8700340  s/n:34802401,9356,1,OK,0.5557939,0.3251493,-0.7267679,0.2391223,-0.888,-181.742,-1458.845,0.3413799,4,OK,-0.625,-181.327,-1458.761,OK,-33.486,-217.177,-1472.138,OK,-84.579,-235.938,-1485.331,OK,-70.788,-294.595,-1495.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9359,1,OK,0.2792932,0.4543154,-0.2508725,0.8078712,56.658,78.382,-1408.873,0.2274297,4,OK,56.697,78.234,-1408.917,OK,61.32,30.933,-1394.336,OK,109.124,20.511,-1368.299,OK,110.826,83.447,-1383.373,Port 3: NDI 8700340  s/n:34802401,9359,1,OK,0.5666798,0.3186266,-0.7200097,0.2427697,-1.912,-181.535,-1454.354,0.3308071,4,OK,-1.633,-181.126,-1454.28,OK,-34.973,-217.065,-1466.265,OK,-86.404,-235.786,-1478.103,OK,-73.116,-294.715,-1487.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,9362,1,OK,0.2796562,0.4544431,-0.2506457,0.8077441,56.653,78.376,-1408.883,0.2172631,4,OK,56.694,78.231,-1408.919,OK,61.313,30.926,-1394.326,OK,109.113,20.497,-1368.304,OK,110.839,83.447,-1383.43,Port 3: NDI 8700340  s/n:34802401,9362,1,OK,0.5823105,0.3108396,-0.7098987,0.245636,-3.386,-180.908,-1448.076,0.3256964,4,OK,-3.139,-180.522,-1448.071,OK,-37.051,-216.427,-1457.973,OK,-88.985,-234.961,-1467.915,OK,-76.477,-294.29,-1475.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
