Tools,Port 2: NDI 8700339  s/n:34801403,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 3: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8606,1,OK,0.2793482,0.4543848,-0.2508559,0.8078182,56.64,78.362,-1408.843,0.2292788,4,OK,56.678,78.214,-1408.898,OK,61.296,30.904,-1394.298,OK,109.11,20.488,-1368.287,OK,110.823,83.429,-1383.346,Port 3: NDI 8700340  s/n:34802401,8606,1,OK,0.557688,-0.4839045,-0.6329684,-0.2327478,31.74,71.216,-1461.717,0.217584,4,OK,31.877,70.958,-1461.705,OK,7.802,112.948,-1475.086,OK,5.316,165.286,-1494.837,OK,-55.045,173.471,-1492.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8609,1,OK,0.2792552,0.4546165,-0.250965,0.8076862,56.635,78.369,-1408.844,0.2269599,4,OK,56.675,78.217,-1408.88,OK,61.303,30.903,-1394.339,OK,109.119,20.487,-1368.326,OK,110.829,83.43,-1383.376,Port 3: NDI 8700340  s/n:34802401,8609,1,OK,0.5533512,-0.4914121,-0.6300811,-0.2351903,34.017,72.037,-1462.525,0.2446443,4,OK,34.153,71.754,-1462.52,OK,10.831,114.039,-1476.225,OK,9.22,166.297,-1496.455,OK,-50.992,175.524,-1493.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8612,1,OK,0.2792969,0.4543655,-0.2508777,0.8078401,56.648,78.369,-1408.881,0.2286968,4,OK,56.681,78.225,-1408.944,OK,61.309,30.914,-1394.331,OK,109.12,20.493,-1368.327,OK,110.825,83.436,-1383.375,Port 3: NDI 8700340  s/n:34802401,8612,1,OK,0.5514685,-0.4950666,-0.6278559,-0.2378834,35.647,72.758,-1462.96,0.2499679,4,OK,35.779,72.478,-1462.972,OK,12.933,114.999,-1476.721,OK,11.881,167.198,-1497.042,OK,-48.234,177.109,-1494.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8615,1,OK,0.2793477,0.4544975,-0.2508539,0.8077557,56.64,78.365,-1408.863,0.2283564,4,OK,56.676,78.22,-1408.932,OK,61.306,30.909,-1394.307,OK,109.12,20.485,-1368.335,OK,110.824,83.43,-1383.371,Port 3: NDI 8700340  s/n:34802401,8615,1,OK,0.5503228,-0.4981925,-0.6260199,-0.2388475,36.617,73.192,-1463.113,0.2370999,4,OK,36.755,72.908,-1463.096,OK,14.17,115.545,-1476.991,OK,13.536,167.75,-1497.41,OK,-46.541,178.067,-1494.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8618,1,OK,0.2794131,0.4544585,-0.250768,0.8077816,56.637,78.365,-1408.861,0.221507,4,OK,56.675,78.224,-1408.91,OK,61.306,30.909,-1394.313,OK,109.112,20.492,-1368.304,OK,110.819,83.435,-1383.385,Port 3: NDI 8700340  s/n:34802401,8618,1,OK,0.5511309,-0.4961712,-0.6264601,-0.2400348,36.355,73.152,-1462.763,0.2423104,4,OK,36.497,72.878,-1462.776,OK,13.843,115.539,-1476.46,OK,13.12,167.774,-1496.684,OK,-46.954,178,-1494.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8621,1,OK,0.2793934,0.4546891,-0.2508617,0.8076296,56.63,78.379,-1408.849,0.2257113,4,OK,56.672,78.221,-1408.89,OK,61.3,30.921,-1394.325,OK,109.115,20.495,-1368.34,OK,110.831,83.445,-1383.394,Port 3: NDI 8700340  s/n:34802401,8621,1,OK,0.5548313,-0.4899985,-0.6284297,-0.2390394,34.594,72.462,-1461.608,0.2408754,4,OK,34.721,72.194,-1461.632,OK,11.563,114.672,-1474.93,OK,10.173,167.067,-1494.741,OK,-50.062,176.503,-1492.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8624,1,OK,0.2794614,0.4544878,-0.2507336,0.8077592,56.635,78.35,-1408.854,0.2250081,4,OK,56.674,78.209,-1408.912,OK,61.297,30.892,-1394.297,OK,109.117,20.475,-1368.303,OK,110.821,83.422,-1383.38,Port 3: NDI 8700340  s/n:34802401,8624,1,OK,0.5601457,-0.4806366,-0.6318872,-0.2365244,31.702,71.067,-1459.994,0.223863,4,OK,31.843,70.803,-1459.978,OK,7.777,112.928,-1472.914,OK,5.305,165.523,-1492.076,OK,-55.07,173.665,-1489.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8627,1,OK,0.2793636,0.4543626,-0.2507886,0.8078463,56.642,78.36,-1408.869,0.2259244,4,OK,56.674,78.218,-1408.909,OK,61.298,30.901,-1394.339,OK,109.117,20.488,-1368.284,OK,110.827,83.438,-1383.386,Port 3: NDI 8700340  s/n:34802401,8627,1,OK,0.5671822,-0.466518,-0.6372773,-0.2335444,27.683,69.054,-1457.938,0.2232283,4,OK,27.804,68.818,-1457.973,OK,2.557,110.403,-1470.138,OK,-1.477,163.17,-1488.519,OK,-62.078,169.483,-1485.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8630,1,OK,0.279452,0.4544709,-0.2507312,0.8077727,56.642,78.352,-1408.854,0.2189848,4,OK,56.678,78.208,-1408.883,OK,61.312,30.897,-1394.324,OK,109.116,20.479,-1368.278,OK,110.829,83.425,-1383.396,Port 3: NDI 8700340  s/n:34802401,8630,1,OK,0.5761015,-0.449914,-0.6429988,-0.2285542,22.729,66.4,-1455.498,0.201381,4,OK,22.856,66.179,-1455.506,OK,-3.918,107.023,-1466.97,OK,-9.884,159.93,-1484.311,OK,-70.671,163.978,-1481.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8633,1,OK,0.279514,0.4545456,-0.2507245,0.8077112,56.641,78.358,-1408.859,0.2232588,4,OK,56.677,78.211,-1408.901,OK,61.309,30.906,-1394.317,OK,109.119,20.486,-1368.308,OK,110.833,83.419,-1383.401,Port 3: NDI 8700340  s/n:34802401,8633,1,OK,0.5863469,-0.4298317,-0.6494583,-0.2228138,17.038,63.077,-1452.577,0.218905,4,OK,17.181,62.867,-1452.632,OK,-11.356,102.764,-1463.049,OK,-19.621,155.711,-1479.288,OK,-80.522,157.107,-1476.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8636,1,OK,0.2790748,0.4544008,-0.2511033,0.8078269,56.642,78.366,-1408.862,0.2307402,4,OK,56.68,78.213,-1408.904,OK,61.306,30.905,-1394.359,OK,109.113,20.485,-1368.323,OK,110.816,83.422,-1383.353,Port 3: NDI 8700340  s/n:34802401,8636,1,OK,0.5984037,-0.4085314,-0.6548017,-0.2150578,10.97,59.127,-1449.098,0.2254727,4,OK,11.122,58.92,-1449.161,OK,-19.309,97.661,-1458.471,OK,-30.147,150.539,-1473.452,OK,-91.053,149.001,-1469.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8639,1,OK,0.2792531,0.4545009,-0.2509473,0.8077574,56.639,78.358,-1408.844,0.2244468,4,OK,56.678,78.206,-1408.868,OK,61.308,30.898,-1394.346,OK,109.114,20.477,-1368.293,OK,110.825,83.423,-1383.374,Port 3: NDI 8700340  s/n:34802401,8639,1,OK,0.6107114,-0.3859878,-0.6594901,-0.207648,4.992,54.701,-1445.42,0.2335634,4,OK,5.15,54.518,-1445.533,OK,-27.181,91.984,-1453.551,OK,-40.586,144.628,-1467.193,OK,-101.305,140.096,-1463.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8642,1,OK,0.2792121,0.4544003,-0.2509776,0.8078188,56.649,78.365,-1408.87,0.2277124,4,OK,56.682,78.215,-1408.912,OK,61.313,30.908,-1394.355,OK,109.121,20.484,-1368.315,OK,110.83,83.427,-1383.374,Port 3: NDI 8700340  s/n:34802401,8642,1,OK,0.6238008,-0.3650439,-0.6620452,-0.1982718,-0.661,50.037,-1441.598,0.224053,4,OK,-0.501,49.859,-1441.702,OK,-34.624,85.96,-1448.522,OK,-50.643,138.194,-1460.776,OK,-111.022,130.752,-1456.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8645,1,OK,0.2793535,0.4546347,-0.2508335,0.8076828,56.634,78.361,-1408.855,0.2239737,4,OK,56.676,78.204,-1408.873,OK,61.31,30.908,-1394.354,OK,109.118,20.487,-1368.315,OK,110.825,83.426,-1383.412,Port 3: NDI 8700340  s/n:34802401,8645,1,OK,0.6369321,-0.3396397,-0.6652121,-0.1909328,-6.352,44.727,-1437.125,0.2644378,4,OK,-6.165,44.568,-1437.282,OK,-42.141,79.085,-1442.603,OK,-60.878,130.752,-1453.214,OK,-120.765,120.206,-1448.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8648,1,OK,0.2795785,0.4544773,-0.2505963,0.8077671,56.64,78.351,-1408.864,0.2150508,4,OK,56.675,78.211,-1408.891,OK,61.315,30.904,-1394.322,OK,109.115,20.481,-1368.273,OK,110.826,83.429,-1383.422,Port 3: NDI 8700340  s/n:34802401,8648,1,OK,0.6508368,-0.3172978,-0.6660321,-0.179262,-11.888,38.884,-1432.635,0.2918619,4,OK,-11.701,38.736,-1432.828,OK,-49.424,71.474,-1436.698,OK,-70.942,122.391,-1445.912,OK,-130.146,108.699,-1440.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8651,1,OK,0.2793617,0.4543098,-0.2508254,0.8078653,56.649,78.36,-1408.889,0.2240698,4,OK,56.68,78.218,-1408.928,OK,61.309,30.907,-1394.358,OK,109.116,20.485,-1368.298,OK,110.826,83.428,-1383.4,Port 3: NDI 8700340  s/n:34802401,8651,1,OK,0.663725,-0.2952141,-0.6666785,-0.1669057,-17.003,32.701,-1428.482,0.2961816,4,OK,-16.785,32.568,-1428.681,OK,-56.22,63.407,-1431.281,OK,-80.392,113.358,-1439.102,OK,-138.75,96.583,-1432.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8654,1,OK,0.2789491,0.4543375,-0.2512366,0.8078645,56.649,78.365,-1408.846,0.2349782,4,OK,56.683,78.21,-1408.889,OK,61.308,30.905,-1394.358,OK,109.119,20.477,-1368.306,OK,110.82,83.417,-1383.319,Port 3: NDI 8700340  s/n:34802401,8654,1,OK,0.6749565,-0.2728304,-0.6678012,-0.1550446,-21.761,26.207,-1424.787,0.3172013,4,OK,-21.557,26.084,-1425.028,OK,-62.495,54.967,-1426.401,OK,-89.213,103.804,-1432.979,OK,-146.588,83.956,-1426.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8657,1,OK,0.2792459,0.4545812,-0.2509235,0.8077221,56.637,78.371,-1408.862,0.2241394,4,OK,56.681,78.217,-1408.899,OK,61.311,30.911,-1394.347,OK,109.118,20.492,-1368.337,OK,110.822,83.439,-1383.392,Port 3: NDI 8700340  s/n:34802401,8657,1,OK,0.6853079,-0.2469847,-0.6692384,-0.1465316,-26.135,19.407,-1421.041,0.3434789,4,OK,-25.926,19.313,-1421.322,OK,-68.279,46.109,-1421.443,OK,-97.456,93.727,-1426.471,OK,-153.671,70.856,-1419.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8660,1,OK,0.279338,0.4544088,-0.2508673,0.8078048,56.646,78.363,-1408.869,0.2178597,4,OK,56.68,78.224,-1408.903,OK,61.317,30.902,-1394.347,OK,109.113,20.481,-1368.298,OK,110.826,83.429,-1383.394,Port 3: NDI 8700340  s/n:34802401,8660,1,OK,0.695076,-0.2245226,-0.669275,-0.1361247,-29.864,12.756,-1417.391,0.4309476,4,OK,-29.645,12.676,-1417.767,OK,-73.208,37.427,-1416.584,OK,-104.662,83.724,-1420.434,OK,-159.683,58.082,-1413.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8663,1,OK,0.2791289,0.4544929,-0.2510538,0.8077718,56.644,78.369,-1408.856,0.2294997,4,OK,56.685,78.216,-1408.894,OK,61.31,30.91,-1394.357,OK,109.125,20.483,-1368.323,OK,110.822,83.428,-1383.367,Port 3: NDI 8700340  s/n:34802401,8663,1,OK,0.7042955,-0.2022712,-0.6686906,-0.1261231,-33.172,6.025,-1414.351,0.4131819,4,OK,-32.95,5.96,-1414.713,OK,-77.601,28.659,-1412.547,OK,-111.174,73.519,-1414.988,OK,-164.867,45.237,-1408.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8666,1,OK,0.2792399,0.4544576,-0.2509479,0.8077862,56.644,78.368,-1408.864,0.2284235,4,OK,56.684,78.215,-1408.891,OK,61.307,30.911,-1394.363,OK,109.122,20.489,-1368.306,OK,110.825,83.431,-1383.386,Port 3: NDI 8700340  s/n:34802401,8666,1,OK,0.7113086,-0.1787494,-0.6694085,-0.1182413,-36.245,-0.839,-1411.749,0.4528306,4,OK,-36.029,-0.88,-1412.159,OK,-81.628,19.744,-1409.072,OK,-117.161,63.086,-1410.297,OK,-169.525,32.286,-1404.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8672,1,OK,0.2792255,0.4545644,-0.2509803,0.807721,56.641,78.377,-1408.839,0.2279899,4,OK,56.678,78.228,-1408.871,OK,61.308,30.917,-1394.343,OK,109.128,20.493,-1368.304,OK,110.827,83.436,-1383.37,Port 3: NDI 8700340  s/n:34802401,8672,1,OK,0.72615,-0.1318037,-0.6674979,-0.0988966,-41.326,-15.532,-1406.616,0.4476463,4,OK,-41.112,-15.537,-1407.029,OK,-88.386,0.579,-1402.229,OK,-127.786,40.402,-1400.82,OK,-176.871,4.613,-1395.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8675,1,OK,0.2792687,0.454566,-0.2509417,0.8077172,56.642,78.369,-1408.856,0.2251331,4,OK,56.686,78.216,-1408.896,OK,61.315,30.913,-1394.339,OK,109.121,20.487,-1368.332,OK,110.823,83.428,-1383.384,Port 3: NDI 8700340  s/n:34802401,8675,1,OK,0.7324858,-0.1109087,-0.6657802,-0.0888849,-43.081,-22.442,-1404.237,0.4683449,4,OK,-42.854,-22.437,-1404.67,OK,-90.729,-8.469,-1399.092,OK,-131.821,29.581,-1396.592,OK,-179.276,-8.404,-1391.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8678,1,OK,0.2792206,0.4546458,-0.2509885,0.8076743,56.636,78.376,-1408.848,0.2260731,4,OK,56.684,78.217,-1408.872,OK,61.311,30.914,-1394.355,OK,109.117,20.498,-1368.335,OK,110.826,83.436,-1383.389,Port 3: NDI 8700340  s/n:34802401,8678,1,OK,0.7388652,-0.0971005,-0.6627855,-0.0732469,-44.41,-28.793,-1401.943,0.4664463,4,OK,-44.175,-28.782,-1402.375,OK,-92.53,-16.829,-1396.123,OK,-135.132,19.473,-1392.981,OK,-180.883,-20.47,-1387.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8681,1,OK,0.2793916,0.4545703,-0.2508978,0.8076859,56.642,78.377,-1408.852,0.2260912,4,OK,56.681,78.218,-1408.88,OK,61.306,30.925,-1394.342,OK,109.114,20.492,-1368.315,OK,110.834,83.435,-1383.393,Port 3: NDI 8700340  s/n:34802401,8681,1,OK,0.744553,-0.0846813,-0.6597022,-0.0571221,-45.419,-34.842,-1400.008,0.4135928,4,OK,-45.203,-34.815,-1400.387,OK,-93.907,-24.825,-1393.65,OK,-137.881,9.714,-1389.866,OK,-181.904,-32.026,-1383.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8684,1,OK,0.2792516,0.4544313,-0.2508936,0.8078138,56.644,78.366,-1408.853,0.2280969,4,OK,56.684,78.218,-1408.904,OK,61.311,30.907,-1394.318,OK,109.118,20.498,-1368.309,OK,110.824,83.433,-1383.357,Port 3: NDI 8700340  s/n:34802401,8684,1,OK,0.7492236,-0.0695305,-0.6572412,-0.0431685,-46.238,-41.265,-1398.259,0.4438945,4,OK,-46.012,-41.238,-1398.674,OK,-95.033,-33.26,-1391.29,OK,-140.322,-0.563,-1386.932,OK,-182.556,-44.136,-1380.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8687,1,OK,0.2792737,0.4542783,-0.2509146,0.8078857,56.654,78.373,-1408.885,0.2284834,4,OK,56.69,78.223,-1408.935,OK,61.311,30.918,-1394.347,OK,109.113,20.5,-1368.314,OK,110.829,83.44,-1383.374,Port 3: NDI 8700340  s/n:34802401,8687,1,OK,0.7532402,-0.04845,-0.65504,-0.0347043,-46.849,-48.176,-1396.589,0.402585,4,OK,-46.638,-48.132,-1396.96,OK,-95.858,-42.313,-1389.16,OK,-142.404,-11.539,-1383.673,OK,-182.777,-56.959,-1377.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8690,1,OK,0.2792632,0.4544306,-0.2508988,0.8078086,56.648,78.369,-1408.868,0.2259728,4,OK,56.688,78.215,-1408.915,OK,61.317,30.914,-1394.335,OK,109.117,20.496,-1368.323,OK,110.829,83.439,-1383.376,Port 3: NDI 8700340  s/n:34802401,8690,1,OK,0.7566988,-0.0275401,-0.6527322,-0.0242748,-47.186,-55.431,-1394.863,0.4271356,4,OK,-46.99,-55.388,-1395.265,OK,-96.344,-51.804,-1386.919,OK,-144.111,-23.172,-1380.601,OK,-182.452,-70.447,-1374.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8693,1,OK,0.2791083,0.4542875,-0.2510867,0.8078842,56.646,78.377,-1408.859,0.2276782,4,OK,56.682,78.221,-1408.897,OK,61.31,30.925,-1394.351,OK,109.103,20.491,-1368.296,OK,110.814,83.438,-1383.344,Port 3: NDI 8700340  s/n:34802401,8693,1,OK,0.7600602,-0.0086379,-0.6497105,-0.0104933,-47.211,-62.938,-1393.409,0.3576418,4,OK,-47.034,-62.875,-1393.738,OK,-96.414,-61.654,-1385.13,OK,-145.376,-35.296,-1377.932,OK,-181.447,-84.297,-1372.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8696,1,OK,0.2792095,0.4542752,-0.2509539,0.8078975,56.651,78.375,-1408.877,0.2248026,4,OK,56.684,78.229,-1408.902,OK,61.311,30.917,-1394.373,OK,109.113,20.497,-1368.283,OK,110.823,83.444,-1383.382,Port 3: NDI 8700340  s/n:34802401,8696,1,OK,0.7636137,0.014255,-0.6455137,0.0017254,-46.775,-71.146,-1391.682,0.3770948,4,OK,-46.611,-71.063,-1392.03,OK,-95.868,-72.413,-1382.845,OK,-145.983,-48.581,-1374.674,OK,-179.59,-99.368,-1369.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8699,1,OK,0.2793684,0.4543913,-0.250856,0.8078076,56.647,78.377,-1408.862,0.2242529,4,OK,56.687,78.226,-1408.891,OK,61.308,30.926,-1394.343,OK,109.113,20.498,-1368.287,OK,110.824,83.443,-1383.387,Port 3: NDI 8700340  s/n:34802401,8699,1,OK,0.7669758,0.0307072,-0.6404757,0.0244163,-45.917,-79.51,-1389.792,0.3819075,4,OK,-45.781,-79.417,-1390.143,OK,-94.736,-83.473,-1380.379,OK,-146.027,-62.476,-1371.73,OK,-176.697,-115.013,-1366.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Port 2: NDI 8700339  s/n:34801403,8702,1,OK,0.2792029,0.4542841,-0.2510025,0.8078796,56.651,78.382,-1408.871,0.2264091,4,OK,56.684,78.231,-1408.895,OK,61.309,30.926,-1394.374,OK,109.109,20.501,-1368.285,OK,110.825,83.445,-1383.375,Port 3: NDI 8700340  s/n:34802401,8702,1,OK,0.7681339,0.0327624,-0.6361369,0.0650129,-44.689,-87.092,-1388.335,0.3963868,4,OK,-44.549,-87.004,-1388.71,OK,-93.122,-93.749,-1378.35,OK,-145.624,-75.742,-1370.398,OK,-172.769,-129.791,-1362.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
